,id,loan_status,loan_status_prob
191,924499,0,0.16772678
192,924500,0,0.43494818
193,924501,0,0.30261496
194,924502,1,0.52320546
195,924503,0,0.4581258
196,924504,1,0.6213506
197,924505,1,0.5620041
198,924506,1,0.95467967
199,924507,0,0.2888272
200,924508,1,0.7926701
201,924509,1,0.57334834
202,924510,0,0.38595974
203,924511,1,0.73016685
204,924512,0,0.2888272
205,924513,0,0.299863
206,924514,0,0.37344545
207,924515,1,0.76800257
208,924516,1,0.95443344
209,924517,0,0.38595974
210,924518,1,0.78186333
211,924519,1,0.6351049
212,924520,0,0.299863
213,924521,0,0.2888272
214,924522,0,0.299863
215,924523,1,0.5875824
216,924524,1,0.5765434
217,924525,1,0.91161734
218,924526,1,0.5685722
219,924527,1,0.58473426
220,924528,1,0.6317012
221,924529,1,0.8831207
222,924530,1,0.7693544
223,924531,1,0.8936397
224,924532,1,0.57334834
225,924533,1,0.57541
226,924534,1,0.74079955
227,924535,1,0.67367816
228,924536,1,0.7074468
229,924537,1,0.8433096
230,924538,0,0.21653096
231,924539,0,0.299863
232,924540,1,0.5264659
233,924541,0,0.30261496
234,924542,1,0.58155614
235,924543,0,0.21875711
236,924544,0,0.1679176
237,924545,1,0.76800257
238,924546,1,0.76702625
239,924547,1,0.8920429
240,924548,1,0.54903865
241,924549,1,0.78186333
242,924550,1,0.53255016
243,924551,0,0.299863
244,924552,0,0.38595974
245,924553,0,0.30261496
246,924554,1,0.78505445
247,924555,1,0.78186333
248,924556,1,0.76702625
249,924557,1,0.52320546
250,924558,1,0.83408684
251,924559,0,0.38906276
252,924560,1,0.7573966
253,924561,1,0.9759747
254,924562,0,0.299863
255,924563,0,0.299863
256,924564,0,0.34404644
257,924565,0,0.38595974
258,924566,0,0.21875711
259,924567,1,0.69280285
260,924568,1,0.9027395
261,924569,0,0.49362803
262,924570,1,0.5685722
263,924571,1,0.66816664
264,924572,1,0.8759459
265,924573,1,0.92348987
266,924574,1,0.91161734
267,924575,1,0.57541
268,924576,1,0.95443344
269,924577,0,0.37344545
270,924578,0,0.43494818
271,924579,1,0.89839464
272,924580,1,0.8564415
273,924581,0,0.299863
274,924582,1,0.8564415
275,924583,1,0.8564415
276,924584,0,0.26807502
277,924585,1,0.9327017
278,"924586,35000,35000,35000, 60 months,13.99,814.21,C,""Associate Director, IT"",1 year,MORTGAGE,170000,Verified,42644,credit_card,FL,19.01,0,34213,0,17,0,20136,65.6,31,0,23412.90701;",0,0.018379249
279,924587,0,0.28920397
280,924588,1,0.78186333
281,924589,1,0.57334834
282,924590,1,0.54903865
283,924591,1,0.74079955
284,924592,1,0.94358855
285,924593,1,0.8564415
286,924594,0,0.38595974
287,924595,1,0.8629789
288,924596,1,0.76702625
289,924597,1,0.74079955
290,924598,1,0.7094956
291,924599,0,0.43494818
292,924600,1,0.720712
293,924601,1,0.66816664
294,924602,0,0.299863
295,924603,1,0.5264659
296,924604,0,0.1679176
297,924605,0,0.41170254
298,924606,1,0.53255016
299,924607,0,0.299863
300,924608,1,0.8831207
301,924609,0,0.4577866
302,924610,0,0.21875711
303,924611,0,0.2924964
304,924612,1,0.5264659
305,924613,1,0.8564415
306,924614,0,0.3922893
307,924615,1,0.68896717
308,924616,1,0.8564415
309,924617,0,0.43494818
310,924618,1,0.6735176
311,924619,1,0.8759459
312,924620,0,0.34404644
313,924621,1,0.64397484
314,924622,0,0.30261496
315,924623,1,0.801267
316,924624,1,0.52320546
317,924625,1,0.54508334
318,924626,1,0.80264306
319,924627,0,0.43816403
320,924628,0,0.21875711
321,924629,1,0.74079955
322,924630,0,0.2995904
323,924631,0,0.34404644
324,924632,1,0.57334834
325,924633,0,0.396947
326,924634,0,0.299863
327,924635,0,0.16772678
328,924636,0,0.1679176
329,924637,1,0.58155614
330,924638,0,0.45080817
331,924639,0,0.38595974
332,924640,0,0.299863
333,924641,1,0.7840849
334,924642,0,0.25287047
335,924643,0,0.34404644
336,924644,0,0.19816208
337,924645,1,0.5119529
338,924646,1,0.8378652
339,924647,1,0.9513954
340,924648,1,0.86709374
341,924649,0,0.299863
342,924650,1,0.7275832
343,924651,1,0.5264659
344,924652,1,0.90013003
345,"924653,36000,36000,36000, 60 months,8.99,747.13,B,""Director, IT"",9 years,MORTGAGE,171000,Source Verified,42644,debt_consolidation,NY,16.2,0,38108,0,10,0,5970,22.6,15,0,12497.01;",0,0.018379249
346,924654,0,0.46064875
347,924655,1,0.52320546
348,924656,1,0.5685722
349,924657,0,0.16772678
350,924658,1,0.52320546
351,924659,1,0.55227363
352,924660,1,0.58155614
353,924661,1,0.76800257
354,924662,0,0.1679176
355,924663,1,0.6963295
356,924664,0,0.299863
357,924665,0,0.37650958
358,"924666,8000,8000,8000, 36 months,11.49,263.78,B,""Director, Strategic Enablement Group"",1 year,MORTGAGE,187500,Source Verified,42644,debt_consolidation,AZ,15,0,30529,0,7,1,3335,38.8,17,0,3524.2;",0,0.018379249
359,924667,1,0.64397484
360,924668,1,0.62990326
361,924669,0,0.38595974
362,924670,1,0.75812143
363,924671,0,0.4581258
364,924672,0,0.1679176
365,924673,1,0.52320546
366,924674,1,0.81513125
367,924675,0,0.299863
368,924676,1,0.69533956
369,924677,1,0.64397484
370,924678,1,0.90507185
371,924679,1,0.6670131
372,924680,1,0.9470874
373,924681,1,0.57541
374,924682,0,0.25287047
375,924683,1,0.5765434
376,924684,1,0.52320546
377,924685,0,0.21875711
378,924686,1,0.76702625
379,924687,0,0.28101864
380,924688,0,0.19816208
381,924689,0,0.38595974
382,924690,0,0.47852504
383,924691,0,0.43494818
384,924692,1,0.6950112
385,924693,0,0.2888272
386,924694,1,0.7094956
387,924695,1,0.8564415
388,924696,1,0.76702625
389,924697,1,0.5812685
390,924698,1,0.61743265
391,924699,1,0.89839464
392,924700,1,0.7094956
393,924701,1,0.9477388
394,924702,1,0.54903865
395,924703,1,0.7094956
396,924704,0,0.299863
397,924705,1,0.67884105
398,924706,0,0.34404644
399,924707,0,0.38595974
400,924708,1,0.7573966
401,924709,1,0.54903865
402,924710,1,0.64397484
403,924711,1,0.50993675
404,924712,1,0.58155614
405,924713,1,0.76800257
406,924714,0,0.47070324
407,924715,0,0.38595974
408,924716,1,0.7121829
409,924717,0,0.37344545
410,924718,1,0.74330205
411,924719,1,0.8433096
412,924720,0,0.48250967
413,924721,1,0.51320344
414,924722,1,0.52320546
415,924723,0,0.299863
416,924724,0,0.38595974
417,924725,1,0.6497235
418,924726,1,0.54870623
419,924727,0,0.37650958
420,924728,1,0.76748043
421,924729,0,0.37344545
422,924730,1,0.7840849
423,924731,0,0.47228855
424,924732,0,0.37344545
425,924733,1,0.5119529
426,924734,0,0.4581258
427,924735,0,0.299863
428,924736,0,0.38595974
429,924737,1,0.50993675
430,924738,0,0.38595974
431,924739,0,0.1679176
432,924740,1,0.91161734
433,924741,1,0.76702625
434,924742,0,0.38595974
435,924743,1,0.58155614
436,924744,0,0.2888272
437,924745,1,0.74823594
438,924746,1,0.7121829
439,924747,1,0.52320546
440,924748,0,0.21653096
441,924749,1,0.74330205
442,924750,0,0.299863
443,924751,1,0.57541
444,924752,1,0.7573966
445,924753,0,0.37650958
446,924754,1,0.8564415
447,924755,0,0.43494818
448,924756,1,0.64397484
449,924757,0,0.299863
450,924758,0,0.38595974
451,924759,1,0.69533956
452,924760,1,0.8831207
453,924761,1,0.52320546
454,924762,1,0.58155614
455,924763,1,0.6575685
456,924764,0,0.37344545
457,924765,0,0.16975223
458,924766,0,0.48554823
459,924767,1,0.58155614
460,924768,0,0.299863
461,924769,1,0.8759459
462,924770,1,0.578601
463,924771,1,0.68896717
464,924772,0,0.2888272
465,924773,1,0.55781555
466,924774,0,0.38595974
467,924775,1,0.6250989
468,924776,1,0.93496794
469,924777,0,0.425129
470,924778,1,0.81315297
471,924779,1,0.5685722
472,924780,1,0.52320546
473,924781,1,0.7121829
474,924782,1,0.56541735
475,924783,1,0.57334834
476,924784,1,0.7681324
477,924785,0,0.21653096
478,924786,1,0.7121829
479,924787,0,0.3961013
480,924788,1,0.57334834
481,924789,1,0.7094956
482,924790,0,0.299863
483,924791,0,0.46064875
484,924792,0,0.34404644
485,924793,0,0.37344545
486,924794,1,0.5824945
487,924795,0,0.46064875
488,924796,1,0.68896717
489,924797,1,0.52320546
490,924798,0,0.21653096
491,924799,0,0.2888272
492,924800,0,0.19816208
493,924801,1,0.78446984
494,924802,1,0.6900134
495,924803,0,0.38906276
496,924804,1,0.8205786
497,924805,0,0.32461068
498,924806,1,0.57334834
499,924807,0,0.21653096
500,924808,0,0.299863
501,924809,0,0.30261496
502,924810,1,0.9027395
503,924811,1,0.6497235
504,924812,1,0.8475349
505,924813,0,0.21875711
506,924814,0,0.38595974
507,924815,0,0.43494818
508,924816,0,0.21875711
509,924817,1,0.59074694
510,924818,0,0.21653096
511,924819,1,0.6250989
512,924820,1,0.76702625
513,924821,0,0.1679176
514,924822,0,0.3922893
515,924823,1,0.57334834
516,924824,1,0.54903865
517,924825,1,0.5151998
518,924826,1,0.8920429
519,924827,1,0.7094956
520,924828,0,0.38595974
521,924829,0,0.299863
522,924830,0,0.16772678
523,924831,1,0.52320546
524,924832,1,0.74356526
525,924833,1,0.85804147
526,924834,0,0.32461068
527,924835,1,0.64397484
528,924836,0,0.21653096
529,924837,1,0.8564415
530,924838,1,0.8773596
531,924839,1,0.7091762
532,924840,0,0.2888272
533,924841,1,0.91161734
534,924842,1,0.65861654
535,924843,1,0.88446337
536,924844,1,0.62990326
537,924845,1,0.74079955
538,924846,0,0.37650958
539,924847,1,0.77009106
540,924848,1,0.64397484
541,924849,1,0.9470874
542,924850,1,0.58155614
543,924851,1,0.8564415
544,924852,1,0.88446337
545,924853,1,0.52320546
546,924854,1,0.67367816
547,924855,1,0.7121829
548,924856,0,0.34404644
549,924857,1,0.78186333
550,924858,1,0.8831207
551,924859,1,0.8564415
552,924860,1,0.8564415
553,924861,1,0.52320546
554,924862,0,0.1679176
555,924863,1,0.6213506
556,924864,1,0.9060057
557,924865,0,0.34404644
558,924866,1,0.52320546
559,924867,1,0.5685722
560,924868,0,0.1679176
561,924869,1,0.7331828
562,924870,1,0.58155614
563,924871,0,0.2888272
564,924872,1,0.57334834
565,924873,0,0.4577866
566,924874,1,0.58155614
567,924875,0,0.299863
568,924876,1,0.74079955
569,924877,0,0.38595974
570,924878,0,0.30261496
571,924879,1,0.57334834
572,924880,0,0.34404644
573,924881,0,0.1679176
574,924882,1,0.78505445
575,924883,1,0.7074468
576,924884,0,0.2888272
577,924885,0,0.21653096
578,924886,0,0.38595974
579,924887,1,0.7703239
580,924888,1,0.6877612
581,924889,0,0.1679176
582,924890,1,0.57161754
583,924891,1,0.52320546
584,924892,0,0.4581258
585,924893,1,0.52320546
586,924894,1,0.73573256
587,924895,1,0.52320546
588,924896,0,0.36644313
589,924897,0,0.48554823
590,924898,1,0.9060057
591,924899,0,0.21629931
592,924900,1,0.8759459
593,924901,1,0.64397484
594,924902,1,0.5812685
595,924903,1,0.5875824
596,924904,0,0.30261496
597,924905,0,0.4638986
598,924906,0,0.2888272
599,924907,1,0.8433096
600,924908,1,0.8831207
601,924909,0,0.2915201
602,924910,1,0.57334834
603,924911,1,0.6250989
604,924912,1,0.88446337
605,924913,1,0.51320344
606,924914,1,0.62990326
607,924915,0,0.21629931
608,924916,0,0.43494818
609,924917,1,0.8512663
610,924918,1,0.8564415
611,924919,1,0.8831207
612,924920,0,0.37015694
613,924921,0,0.1679176
614,924922,1,0.77934813
615,924923,0,0.3992329
616,924924,1,0.81780916
617,924925,1,0.62815773
618,924926,1,0.78186333
619,924927,1,0.57334834
620,924928,1,0.64397484
621,924929,0,0.299863
622,924930,0,0.34404644
623,924931,0,0.21852376
624,924932,0,0.21875711
625,924933,1,0.7074468
626,924934,1,0.52320546
627,924935,1,0.5875824
628,924936,0,0.33714455
629,924937,1,0.58155614
630,924938,0,0.299863
631,924939,1,0.52320546
632,924940,1,0.74079955
633,924941,0,0.38595974
634,924942,1,0.8512663
635,924943,1,0.74079955
636,924944,0,0.21875711
637,924945,0,0.30261496
638,924946,0,0.48250967
639,924947,0,0.37019232
640,924948,1,0.54508334
641,924949,0,0.37344545
642,924950,0,0.21629931
643,924951,1,0.68896717
644,924952,1,0.64397484
645,924953,1,0.7573966
646,924954,0,0.37344545
647,924955,1,0.8564415
648,924956,0,0.30261496
649,924957,1,0.78186333
650,924958,1,0.85857904
651,924959,1,0.77239764
652,924960,0,0.43089196
653,924961,0,0.2995904
654,924962,1,0.8831207
655,924963,1,0.7573966
656,924964,1,0.58155614
657,924965,1,0.78186333
658,924966,0,0.299863
659,924967,1,0.89839464
660,924968,0,0.43161023
661,924969,0,0.21653096
662,924970,1,0.54903865
663,924971,1,0.7094956
664,924972,1,0.55227363
665,924973,1,0.58155614
666,924974,1,0.5875824
667,924975,0,0.43494818
668,924976,1,0.77934813
669,924977,1,0.5086858
670,924978,1,0.8074851
671,924979,1,0.64696664
672,924980,0,0.4577866
673,924981,0,0.38595974
674,924982,1,0.58155614
675,924983,0,0.37344545
676,924984,0,0.34404644
677,924985,0,0.299863
678,924986,0,0.1679176
679,924987,1,0.801267
680,924988,1,0.8564415
681,924989,1,0.76702625
682,924990,1,0.90960723
683,924991,1,0.84791106
684,924992,1,0.81315297
685,924993,0,0.16772678
686,924994,1,0.75123113
687,924995,0,0.299863
688,924996,1,0.64397484
689,924997,1,0.7275832
690,924998,0,0.299863
691,924999,1,0.55227363
692,925000,1,0.7693544
693,925001,1,0.59116024
694,925002,0,0.1679176
695,925003,1,0.91161734
696,925004,0,0.25287047
697,"925005,6475,6475,6475, 36 months,25.69,259.82,F,""president, driver"",< 1 year,RENT,40000,Source Verified,42644,credit_card,AR,12.92,0,38261,1,10,0,24990,33,37,0,20757.68;",0,0.018379249
698,925006,0,0.4581258
699,925007,1,0.52320546
700,925008,0,0.4581258
701,"925009,12000,12000,12000, 60 months,10.99,260.85,B,""Business Developmenf Manager, USA"",< 1 year,MORTGAGE,70000,Source Verified,42644,other,TX,25.06,0,37865,0,8,0,9087,56.1,27,0,14848.67968;",0,0.018379249
702,925010,1,0.7094956
703,925011,1,0.5086858
704,925012,1,0.5685722
705,925013,0,0.2915201
706,925014,0,0.1679176
707,925015,0,0.299863
708,925016,1,0.8990906
709,925017,0,0.2888272
710,925018,1,0.8759459
711,925019,1,0.5264659
712,925020,0,0.21653096
713,925021,1,0.6213506
714,925022,1,0.7094956
715,925023,1,0.5685722
716,925024,1,0.54903865
717,925025,1,0.92348987
718,925026,1,0.68896717
719,925027,0,0.34404644
720,925028,0,0.4000808
721,925029,0,0.16975223
722,925030,1,0.91161734
723,925031,0,0.299863
724,925032,1,0.7094956
725,925033,1,0.58155614
726,925034,1,0.796736
727,925035,1,0.7498084
728,925036,0,0.4581258
729,925037,0,0.49870375
730,925038,1,0.5086858
731,925039,1,0.5685722
732,925040,0,0.34404644
733,925041,1,0.52320546
734,925042,1,0.5875824
735,925043,1,0.56541735
736,925044,1,0.8747073
737,925045,1,0.73620826
738,925046,0,0.21653096
739,925047,1,0.8564415
740,925048,0,0.19794507
741,925049,0,0.21653096
742,925050,1,0.81513125
743,925051,1,0.9085264
744,925052,1,0.50993675
745,925053,1,0.7573966
746,925054,1,0.8095093
747,925055,0,0.299863
748,925056,1,0.9470874
749,925057,0,0.37344545
750,925058,0,0.3961013
751,925059,1,0.68896717
752,925060,0,0.396947
753,925061,0,0.38906276
754,925062,1,0.7094956
755,925063,1,0.749436
756,925064,0,0.3922893
757,925065,1,0.76702625
758,925066,1,0.67367816
759,925067,0,0.299863
760,925068,1,0.8747073
761,925069,0,0.4581258
762,925070,0,0.38595974
763,925071,1,0.54903865
764,925072,1,0.58155614
765,925073,1,0.76702625
766,925074,1,0.84791106
767,925075,1,0.5943163
768,925076,1,0.52320546
769,925077,1,0.64397484
770,925078,1,0.92348987
771,925079,1,0.58155614
772,925080,1,0.5685722
773,925081,1,0.73281246
774,925082,1,0.69056183
775,925083,0,0.4581258
776,925084,0,0.299863
777,925085,1,0.7275832
778,925086,1,0.8564415
779,925087,1,0.58473426
780,925088,1,0.7780543
781,925089,1,0.578601
782,925090,1,0.5264659
783,925091,0,0.30261496
784,925092,1,0.6900134
785,925093,1,0.81315297
786,925094,1,0.8433096
787,925095,0,0.16772678
788,925096,0,0.299863
789,925097,1,0.5685722
790,925098,0,0.299863
791,925099,1,0.69533956
792,925100,0,0.38595974
793,925101,0,0.38595974
794,925102,0,0.4581258
795,925103,0,0.299863
796,925104,1,0.7573966
797,925105,1,0.8074851
798,925106,1,0.50993675
799,925107,1,0.8831207
800,925108,1,0.6351049
801,925109,1,0.8074851
802,925110,0,0.4581258
803,925111,0,0.46103355
804,925112,1,0.78186333
805,925113,0,0.28969607
806,925114,0,0.19794507
807,925115,0,0.21653096
808,925116,0,0.38595974
809,925117,0,0.42193696
810,925118,1,0.54903865
811,925119,1,0.52320546
812,925120,0,0.46064875
813,925121,1,0.62990326
814,925122,1,0.7094956
815,925123,0,0.1679176
816,925124,1,0.52320546
817,925125,1,0.6250989
818,925126,1,0.64397484
819,925127,0,0.16772678
820,925128,1,0.58473426
821,925129,1,0.8495894
822,925130,1,0.62990326
823,925131,1,0.57541
824,925132,0,0.1679176
825,"925133,22000,22000,22000, 60 months,24.99,645.61,E,""Coordinator, Employee Benefits"",8 years,RENT,67000,Verified,42644,debt_consolidation,CO,29.1,0,40664,0,10,0,7407,54.9,10,0,11291.85844;",0,0.018379249
826,925134,1,0.578601
827,925135,1,0.7094956
828,925136,1,0.50993675
829,925137,0,0.43816403
830,925138,1,0.77934813
831,925139,0,0.19816208
832,925140,0,0.34404644
833,925141,0,0.37344545
834,925142,1,0.7094956
835,925143,1,0.8564415
836,925144,1,0.58155614
837,925145,1,0.8759459
838,925146,0,0.43494818
839,925147,1,0.8759459
840,925148,1,0.50834435
841,925149,1,0.7074468
842,925150,1,0.7557159
843,925151,0,0.21629931
844,925152,0,0.21629931
845,925153,0,0.16772678
846,925154,0,0.2526125
847,925155,0,0.2888272
848,925156,1,0.8564415
849,925157,0,0.21653096
850,925158,1,0.9085264
851,925159,0,0.21629931
852,925160,0,0.38595974
853,925161,0,0.43482038
854,925162,0,0.21653096
855,925163,0,0.16772678
856,925164,1,0.74079955
857,925165,1,0.55878335
858,925166,1,0.9244085
859,925167,0,0.21629931
860,925168,0,0.396947
861,925169,1,0.6497235
862,925170,0,0.299863
863,925171,1,0.52320546
864,925172,1,0.74079955
865,925173,1,0.52320546
866,925174,1,0.8831207
867,925175,0,0.2888272
868,925176,0,0.38595974
869,925177,1,0.7475622
870,925178,1,0.57334834
871,925179,0,0.37015694
872,925180,0,0.21653096
873,925181,1,0.52320546
874,925182,1,0.89839464
875,925183,1,0.8608594
876,925184,1,0.84791106
877,925185,0,0.299863
878,925186,0,0.34404644
879,925187,0,0.49870375
880,925188,1,0.85453033
881,925189,0,0.34404644
882,925190,0,0.38595974
883,925191,1,0.76702625
884,925192,1,0.67746776
885,925193,1,0.74330205
886,925194,1,0.9407938
887,925195,1,0.51930255
888,925196,0,0.1679176
889,925197,1,0.64397484
890,925198,0,0.299863
891,925199,0,0.2888272
892,925200,0,0.21629931
893,925201,1,0.79561335
894,925202,1,0.76702625
895,925203,1,0.59116024
896,925204,0,0.38595974
897,925205,0,0.25287047
898,925206,0,0.42193696
899,925207,0,0.16772678
900,925208,0,0.47678506
901,925209,1,0.60970175
902,925210,1,0.91161734
903,925211,0,0.30261496
904,925212,0,0.1679176
905,925213,0,0.299863
906,925214,0,0.3992329
907,925215,0,0.21653096
908,925216,0,0.38906276
909,925217,1,0.7275832
910,925218,1,0.58155614
911,925219,0,0.38595974
912,925220,0,0.25287047
913,925221,1,0.57541
914,925222,1,0.6250989
915,925223,1,0.57541
916,925224,1,0.6250989
917,925225,0,0.16772678
918,925226,1,0.8831207
919,925227,1,0.69229686
920,925228,0,0.38595974
921,925229,1,0.52320546
922,925230,1,0.8645175
923,925231,0,0.30261496
924,925232,1,0.61743265
925,925233,1,0.67654574
926,925234,1,0.52320546
927,925235,1,0.82977974
928,925236,1,0.78186333
929,925237,1,0.57541
930,925238,1,0.78186333
931,925239,1,0.56541735
932,925240,0,0.30261496
933,925241,0,0.2888272
934,925242,1,0.92931217
935,925243,0,0.21629931
936,925244,1,0.78186333
937,925245,0,0.4148727
938,925246,1,0.54508334
939,925247,0,0.43816403
940,925248,1,0.78709453
941,925249,0,0.396947
942,925250,1,0.57541
943,925251,0,0.299863
944,925252,1,0.64397484
945,925253,1,0.55227363
946,925254,1,0.77237576
947,925255,0,0.299863
948,925256,1,0.8773596
949,925257,1,0.58155614
950,925258,1,0.91856474
951,925259,1,0.5685722
952,925260,1,0.66155
953,925261,0,0.35858333
954,925262,0,0.21875711
955,925263,1,0.76702625
956,925264,0,0.25287047
957,925265,0,0.2995904
958,925266,0,0.36738104
959,925267,0,0.16772678
960,925268,0,0.1679176
961,925269,1,0.6250989
962,925270,0,0.21653096
963,925271,0,0.1679176
964,925272,0,0.38595974
965,925273,0,0.21653096
966,925274,0,0.48178837
967,925275,1,0.85857904
968,925276,1,0.8831207
969,925277,1,0.6250989
970,925278,1,0.50834435
971,925279,1,0.8495894
972,925280,1,0.76800257
973,925281,1,0.7094956
974,925282,0,0.19816208
975,925283,0,0.299863
976,925284,1,0.52320546
977,925285,1,0.8759459
978,925286,0,0.43494818
979,925287,1,0.5878902
980,925288,1,0.64397484
981,925289,0,0.299863
982,925290,0,0.1679176
983,925291,1,0.7094956
984,925292,1,0.8567558
985,925293,0,0.21653096
986,925294,0,0.16975223
987,925295,0,0.2888272
988,925296,0,0.16975223
989,925297,1,0.8338817
990,925298,0,0.29520926
991,925299,1,0.83608127
992,925300,0,0.21629931
993,925301,0,0.21653096
994,925302,0,0.299863
995,925303,1,0.6250989
996,925304,1,0.58155614
997,925305,1,0.7988371
998,925306,0,0.1679176
999,925307,0,0.1679176
1000,925308,1,0.58155614
1001,925309,0,0.37344545
1002,925310,1,0.52320546
1003,925311,0,0.1679176
1004,925312,0,0.21653096
1005,925313,1,0.64397484
1006,925314,0,0.21875711
1007,925315,0,0.4581258
1008,925316,1,0.96478105
1009,925317,0,0.1679176
1010,925318,0,0.4581258
1011,925319,0,0.19816208
1012,925320,0,0.3961013
1013,925321,1,0.76702625
1014,925322,0,0.21629931
1015,925323,1,0.54903865
1016,925324,1,0.8338817
1017,925325,0,0.38906276
